age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
28;management;single;secondary;no;-994;yes;yes;cellular;18;jul;174;2;-1;0;unknown;no
32;management;married;tertiary;no;134;no;yes;cellular;29;aug;162;2;-1;0;unknown;no
33;management;single;tertiary;no;541;yes;yes;unknown;21;may;572;1;-1;0;unknown;no
44;blue-collar;married;primary;no;148;yes;no;unknown;6;may;211;1;-1;0;unknown;no
57;services;married;secondary;no;204;no;no;telephone;24;jul;70;3;-1;0;unknown;no
38;blue-collar;married;primary;no;1597;no;no;telephone;8;may;15;1;-1;0;unknown;no
37;technician;married;tertiary;no;7;yes;yes;cellular;31;jul;18;10;-1;0;unknown;no
55;technician;married;tertiary;no;1354;no;no;cellular;21;aug;545;4;-1;0;unknown;no
31;blue-collar;married;secondary;no;1005;no;no;cellular;4;feb;429;2;-1;0;unknown;no
41;services;married;unknown;no;230;yes;no;cellular;9;feb;155;3;-1;0;unknown;no
37;management;divorced;secondary;no;414;no;no;cellular;29;jan;293;2;162;4;failure;no
45;self-employed;married;secondary;no;0;no;no;cellular;18;aug;249;6;-1;0;unknown;no
26;student;single;secondary;no;3090;no;no;cellular;26;jul;379;1;339;1;failure;no
48;technician;married;secondary;no;93;no;no;cellular;24;jul;537;2;-1;0;unknown;no
37;management;divorced;tertiary;no;481;yes;no;cellular;19;aug;97;6;-1;0;unknown;no
32;housemaid;married;primary;no;727;no;no;cellular;11;aug;68;4;-1;0;unknown;no
37;blue-collar;married;secondary;no;2066;yes;yes;cellular;31;jul;34;5;-1;0;unknown;no
36;management;single;tertiary;no;0;no;no;cellular;27;aug;134;2;-1;0;unknown;no
32;technician;married;secondary;no;169;yes;no;cellular;12;may;85;4;350;1;failure;no
35;blue-collar;married;secondary;no;-613;yes;no;unknown;16;may;754;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;30;yes;no;unknown;11;jun;172;14;-1;0;unknown;no
54;management;married;tertiary;no;2452;yes;no;unknown;29;may;80;3;-1;0;unknown;no
26;blue-collar;single;secondary;no;-116;yes;yes;unknown;9;may;208;1;-1;0;unknown;no
59;retired;married;primary;no;255;no;yes;cellular;25;aug;62;6;-1;0;unknown;no
32;management;single;tertiary;no;509;no;yes;cellular;19;nov;208;2;-1;0;unknown;no
42;management;married;tertiary;no;1767;yes;no;unknown;30;may;283;1;-1;0;unknown;no
30;blue-collar;single;primary;no;3195;yes;yes;cellular;25;jul;134;1;-1;0;unknown;no
46;technician;married;secondary;no;863;yes;no;cellular;3;feb;67;3;-1;0;unknown;no
52;self-employed;married;tertiary;no;1088;yes;no;unknown;6;jun;217;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;3578;yes;no;telephone;3;feb;45;3;-1;0;unknown;no
52;blue-collar;married;secondary;no;184;yes;no;unknown;3;jul;92;1;-1;0;unknown;no
59;services;married;secondary;no;7475;no;no;unknown;15;may;587;1;-1;0;unknown;no
50;housemaid;divorced;secondary;no;0;no;no;cellular;19;nov;126;1;-1;0;unknown;no
53;blue-collar;married;primary;no;238;yes;no;cellular;11;may;238;2;361;5;failure;no
46;housemaid;single;secondary;no;198;yes;no;cellular;14;may;93;1;350;1;other;no
45;unemployed;married;tertiary;no;1148;no;no;cellular;19;nov;782;2;-1;0;unknown;no
50;technician;married;secondary;no;1824;yes;no;telephone;13;aug;767;8;-1;0;unknown;no
42;blue-collar;married;primary;no;191;yes;no;telephone;14;may;382;3;371;1;failure;no
66;unknown;divorced;unknown;no;1993;yes;no;cellular;6;jul;117;4;-1;0;unknown;no
38;technician;single;secondary;no;1255;yes;no;cellular;17;nov;151;2;171;2;failure;no
36;services;married;secondary;no;3740;yes;no;cellular;7;apr;254;1;-1;0;unknown;no
54;blue-collar;divorced;secondary;no;1613;yes;no;cellular;7;jul;128;3;-1;0;unknown;no
54;blue-collar;married;primary;no;1087;yes;no;unknown;12;jun;77;1;-1;0;unknown;no
40;admin.;single;secondary;no;956;yes;no;cellular;29;jan;83;1;-1;0;unknown;no
51;management;married;tertiary;no;-20;no;no;cellular;19;nov;139;3;-1;0;unknown;no
43;blue-collar;married;secondary;no;314;yes;yes;cellular;20;apr;247;3;339;2;failure;no
57;management;married;tertiary;no;1172;no;no;cellular;19;nov;164;3;-1;0;unknown;no
46;blue-collar;married;primary;no;0;yes;no;unknown;14;may;73;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;563;yes;no;telephone;10;jul;27;1;-1;0;unknown;no
42;management;married;secondary;no;12282;yes;no;unknown;2;jun;984;4;-1;0;unknown;no
49;blue-collar;married;secondary;no;0;no;no;cellular;14;aug;189;4;-1;0;unknown;no
41;technician;single;secondary;no;-3;no;no;cellular;8;jul;413;1;-1;0;unknown;no
42;technician;married;secondary;no;758;yes;no;cellular;15;jul;129;4;-1;0;unknown;no
31;self-employed;single;tertiary;no;578;yes;no;cellular;17;apr;664;1;319;4;failure;no
57;management;married;tertiary;no;24498;no;no;cellular;21;nov;161;5;-1;0;unknown;no
31;admin.;married;secondary;no;0;yes;no;cellular;5;feb;70;4;-1;0;unknown;no
43;management;married;tertiary;no;78;yes;no;cellular;21;nov;36;1;109;1;other;no
33;technician;single;secondary;no;313;yes;no;unknown;21;may;291;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;268;no;no;cellular;26;aug;127;5;-1;0;unknown;no
57;management;divorced;tertiary;no;0;no;yes;cellular;21;nov;61;2;-1;0;unknown;no
36;technician;single;tertiary;no;0;no;no;unknown;17;jun;153;4;-1;0;unknown;no
37;management;single;secondary;no;793;no;no;cellular;7;oct;130;1;-1;0;unknown;no
35;technician;single;secondary;no;2151;yes;no;unknown;8;may;294;1;-1;0;unknown;no
53;admin.;married;secondary;no;769;no;no;cellular;4;aug;59;1;-1;0;unknown;no
45;self-employed;married;tertiary;no;430;yes;no;cellular;2;feb;221;1;206;2;failure;no
40;technician;married;tertiary;no;4396;no;no;unknown;18;jun;1195;2;-1;0;unknown;no
39;services;married;secondary;no;861;yes;no;cellular;30;jul;218;4;-1;0;unknown;no
44;unknown;married;secondary;no;2319;no;no;cellular;4;aug;251;3;-1;0;unknown;no
56;blue-collar;married;secondary;no;385;no;no;cellular;20;aug;210;3;-1;0;unknown;no
56;management;married;tertiary;no;-762;yes;yes;cellular;4;feb;19;10;7;5;other;no
31;entrepreneur;married;primary;no;-98;yes;no;cellular;18;may;9;3;362;7;failure;no
29;self-employed;single;tertiary;no;1457;yes;no;cellular;7;apr;89;1;314;1;other;no
43;services;single;secondary;no;66;yes;no;cellular;8;may;198;1;-1;0;unknown;no
35;management;married;tertiary;no;106;no;yes;cellular;11;aug;588;2;-1;0;unknown;no
31;blue-collar;married;secondary;no;505;yes;no;cellular;17;apr;218;4;329;2;other;no
46;technician;single;unknown;no;578;no;no;cellular;28;jan;404;3;-1;0;unknown;no
26;blue-collar;married;secondary;no;1101;no;no;telephone;9;jul;206;1;-1;0;unknown;no
25;student;single;tertiary;no;641;yes;no;unknown;12;may;53;1;-1;0;unknown;no
45;technician;married;secondary;no;865;no;no;cellular;29;aug;80;4;-1;0;unknown;no
50;admin.;married;tertiary;no;843;no;yes;cellular;27;may;71;3;-1;0;unknown;no
35;management;married;tertiary;no;194;no;no;cellular;2;feb;56;2;-1;0;unknown;no
25;technician;single;secondary;no;3843;no;no;cellular;18;oct;159;2;95;2;failure;no
45;technician;married;tertiary;no;533;yes;no;unknown;16;jun;332;2;-1;0;unknown;no
41;technician;divorced;secondary;no;611;yes;no;cellular;28;jul;157;5;-1;0;unknown;no
42;management;married;tertiary;no;1686;yes;yes;cellular;20;apr;522;4;-1;0;unknown;no
35;blue-collar;married;secondary;yes;-198;yes;no;unknown;9;may;72;2;-1;0;unknown;no
25;technician;single;secondary;no;1847;no;no;cellular;26;may;137;2;-1;0;unknown;no
51;blue-collar;married;primary;no;581;yes;no;cellular;11;may;282;1;-1;0;unknown;no
25;technician;married;secondary;no;-559;yes;no;cellular;14;jul;189;3;-1;0;unknown;no
53;retired;married;secondary;no;1139;yes;no;cellular;18;nov;180;1;186;6;failure;no
77;retired;married;primary;no;1385;no;no;telephone;8;sep;160;4;-1;0;unknown;no
26;student;single;secondary;no;2138;yes;no;cellular;15;may;18;8;371;1;other;no
28;technician;single;tertiary;no;3623;no;no;cellular;3;jun;138;2;85;1;success;no
58;management;married;tertiary;no;1394;no;no;cellular;17;aug;628;1;83;1;other;no
36;admin.;married;secondary;no;1867;yes;yes;unknown;27;may;243;2;-1;0;unknown;no
36;services;single;secondary;no;398;yes;yes;unknown;17;jun;77;2;-1;0;unknown;no
37;management;married;tertiary;no;216;yes;no;cellular;23;jul;408;3;-1;0;unknown;no
26;self-employed;single;secondary;no;166;yes;no;cellular;16;jul;83;2;-1;0;unknown;no
30;technician;married;secondary;no;394;no;no;cellular;22;aug;216;13;-1;0;unknown;no
37;technician;single;secondary;no;442;yes;no;cellular;20;apr;51;4;349;1;other;no
47;services;married;secondary;no;223;no;no;cellular;15;may;133;2;-1;0;unknown;no
34;management;married;tertiary;no;1790;yes;no;cellular;22;jul;681;1;-1;0;unknown;no
34;services;single;secondary;no;544;yes;no;unknown;27;may;257;2;-1;0;unknown;no
35;self-employed;married;tertiary;no;1820;yes;yes;cellular;29;jan;120;1;-1;0;unknown;no
59;retired;married;primary;no;-90;no;yes;telephone;15;jul;41;5;-1;0;unknown;no
59;management;married;tertiary;no;1889;no;no;cellular;21;jul;256;1;-1;0;unknown;no
58;technician;married;primary;no;4198;no;no;cellular;11;feb;309;5;-1;0;unknown;no
40;management;married;secondary;no;408;yes;no;unknown;20;jun;37;4;-1;0;unknown;no
41;technician;married;secondary;no;457;yes;yes;unknown;26;may;181;2;-1;0;unknown;no
37;technician;married;secondary;no;-254;yes;yes;cellular;6;feb;121;3;254;2;failure;no
60;retired;divorced;primary;no;-79;yes;yes;cellular;29;jan;192;1;-1;0;unknown;no
40;management;married;tertiary;no;105;yes;yes;cellular;27;aug;166;9;-1;0;unknown;no
41;blue-collar;divorced;secondary;no;-224;yes;no;cellular;2;feb;108;2;-1;0;unknown;no
33;blue-collar;single;primary;no;1390;yes;no;unknown;21;may;192;1;-1;0;unknown;no
56;blue-collar;married;primary;no;247;no;no;telephone;9;apr;126;4;-1;0;unknown;no
36;management;married;tertiary;no;-296;yes;no;cellular;14;may;113;3;-1;0;unknown;no
37;technician;married;secondary;no;-403;yes;no;unknown;30;may;31;6;-1;0;unknown;no
39;blue-collar;married;primary;no;2133;yes;yes;unknown;16;may;179;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;3348;no;no;cellular;4;aug;144;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;167;no;no;unknown;20;jun;48;1;-1;0;unknown;no
36;management;single;tertiary;no;854;yes;yes;cellular;15;jul;503;6;-1;0;unknown;no
47;blue-collar;married;secondary;no;387;yes;no;unknown;7;may;122;2;-1;0;unknown;no
31;management;single;tertiary;no;363;no;no;cellular;13;aug;94;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-76;yes;no;unknown;27;may;170;1;-1;0;unknown;no
56;services;married;secondary;no;1150;no;yes;cellular;17;nov;107;1;117;3;failure;no
39;self-employed;married;secondary;no;4722;yes;no;unknown;17;jun;483;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;199;yes;no;cellular;12;may;150;7;-1;0;unknown;no
41;admin.;divorced;secondary;no;4;yes;no;cellular;5;feb;232;1;211;1;failure;no
81;retired;divorced;primary;no;519;no;no;telephone;9;sep;488;1;-1;0;unknown;no
52;blue-collar;married;primary;no;1054;no;no;cellular;4;aug;273;1;-1;0;unknown;no
41;technician;married;secondary;no;3029;yes;no;cellular;17;nov;251;2;-1;0;unknown;no
34;technician;married;tertiary;no;5060;yes;no;cellular;21;aug;12;21;-1;0;unknown;no
47;housemaid;divorced;primary;no;61;no;no;cellular;29;jul;69;5;-1;0;unknown;no
32;services;married;primary;no;218;yes;no;cellular;4;feb;177;3;-1;0;unknown;no
57;admin.;married;secondary;no;7;yes;no;unknown;14;may;65;6;-1;0;unknown;no
40;services;married;secondary;no;1325;no;no;unknown;11;jun;150;2;-1;0;unknown;no
30;management;married;tertiary;no;388;no;no;cellular;13;aug;157;1;-1;0;unknown;no
44;blue-collar;divorced;secondary;no;-222;yes;no;unknown;27;may;112;3;-1;0;unknown;no
29;management;married;tertiary;no;202;yes;no;cellular;7;may;378;1;-1;0;unknown;no
53;blue-collar;married;unknown;no;960;no;yes;unknown;24;jun;180;1;687;2;other;no
37;management;single;tertiary;no;230;yes;yes;cellular;2;feb;120;2;272;1;failure;no
47;technician;married;tertiary;yes;-813;yes;yes;unknown;16;jun;179;25;-1;0;unknown;no
30;blue-collar;married;secondary;no;246;yes;no;cellular;17;apr;191;1;150;7;failure;no
32;management;divorced;tertiary;no;530;yes;no;cellular;24;sep;91;1;114;2;failure;no
33;self-employed;married;secondary;no;47;no;no;cellular;19;aug;168;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;1335;yes;no;cellular;25;aug;702;2;-1;0;unknown;no
28;services;single;secondary;no;0;no;yes;cellular;16;jul;133;1;-1;0;unknown;no
31;admin.;married;secondary;yes;-51;no;yes;cellular;26;aug;173;2;-1;0;unknown;no
30;services;married;secondary;no;114;no;no;cellular;20;aug;185;4;-1;0;unknown;no
53;self-employed;single;secondary;no;186;no;no;cellular;21;nov;92;2;-1;0;unknown;no
34;management;single;tertiary;no;4348;yes;no;cellular;28;aug;373;8;-1;0;unknown;no
67;retired;married;secondary;no;1146;no;no;cellular;13;aug;187;2;-1;0;unknown;no
43;technician;divorced;secondary;no;87;yes;no;unknown;26;may;51;2;-1;0;unknown;no
39;technician;married;tertiary;no;508;no;no;cellular;2;nov;154;3;-1;0;unknown;no
60;retired;married;primary;no;8025;no;no;cellular;28;jan;194;1;-1;0;unknown;no
37;services;married;secondary;no;1694;yes;yes;cellular;29;jan;404;2;251;6;failure;no
37;blue-collar;married;secondary;no;56;yes;no;cellular;20;apr;46;2;285;1;failure;no
41;technician;married;secondary;no;2990;yes;no;unknown;30;may;62;3;-1;0;unknown;no
32;self-employed;single;secondary;no;356;yes;no;cellular;27;aug;511;6;-1;0;unknown;no
38;admin.;married;secondary;no;47;yes;no;cellular;10;aug;120;1;98;5;success;no
30;management;single;tertiary;no;640;no;no;cellular;6;feb;124;4;213;2;failure;no
29;blue-collar;single;secondary;no;43;no;no;cellular;7;may;142;1;353;1;failure;no
29;technician;married;secondary;no;1599;yes;no;cellular;8;may;36;1;-1;0;unknown;no
35;blue-collar;married;secondary;no;463;yes;no;unknown;21;may;104;1;-1;0;unknown;no
34;technician;single;secondary;no;95;no;no;cellular;22;aug;119;8;-1;0;unknown;no
27;services;single;secondary;no;87;no;no;cellular;8;jul;260;1;-1;0;unknown;no
59;blue-collar;divorced;primary;no;55;no;no;cellular;7;jul;13;20;-1;0;unknown;no
28;services;married;secondary;no;458;yes;no;cellular;13;may;19;11;-1;0;unknown;no
44;management;married;secondary;no;2897;no;no;cellular;5;apr;296;1;180;4;other;no
26;services;single;secondary;no;-224;yes;yes;unknown;3;jun;189;1;-1;0;unknown;no
35;technician;married;secondary;no;294;yes;no;cellular;15;jun;238;6;98;5;success;no
59;housemaid;divorced;secondary;no;45141;no;no;unknown;6;jun;42;1;-1;0;unknown;no
33;technician;single;secondary;no;77;yes;yes;unknown;2;jun;354;1;-1;0;unknown;no
29;management;single;tertiary;no;0;no;no;unknown;16;may;16;25;-1;0;unknown;no
46;admin.;married;secondary;no;15;no;no;telephone;3;jun;218;5;-1;0;unknown;no
39;management;married;tertiary;no;575;no;no;unknown;6;jun;109;1;-1;0;unknown;no
46;housemaid;single;tertiary;no;1328;no;no;cellular;22;aug;1241;2;-1;0;unknown;no
41;blue-collar;married;secondary;no;2067;yes;no;cellular;11;may;208;4;325;4;failure;no
35;management;married;tertiary;no;2123;yes;no;cellular;20;apr;54;1;273;3;failure;no
32;technician;married;secondary;no;12;yes;yes;cellular;4;aug;341;2;-1;0;unknown;no
55;unemployed;married;secondary;no;3982;no;no;cellular;30;jan;89;1;-1;0;unknown;no
47;admin.;married;secondary;no;6703;no;no;cellular;14;aug;252;3;-1;0;unknown;no
37;technician;married;tertiary;no;0;yes;no;cellular;25;aug;484;4;-1;0;unknown;no
33;services;married;secondary;no;-49;yes;no;unknown;29;may;89;2;-1;0;unknown;no
49;technician;married;tertiary;no;6138;no;no;unknown;20;jun;100;3;-1;0;unknown;no
58;management;married;tertiary;no;2143;yes;no;unknown;5;may;261;1;-1;0;unknown;no
49;blue-collar;divorced;primary;no;912;no;no;unknown;20;jun;170;2;-1;0;unknown;no
57;retired;married;primary;no;0;no;yes;cellular;29;jul;112;3;-1;0;unknown;no
30;technician;single;secondary;no;3313;yes;no;telephone;20;apr;534;3;319;3;failure;no
28;blue-collar;single;secondary;no;1011;yes;no;cellular;20;apr;204;3;-1;0;unknown;no
40;services;married;primary;no;2469;no;yes;unknown;19;jun;202;2;-1;0;unknown;no
46;technician;married;secondary;no;399;yes;no;unknown;9;jun;699;2;-1;0;unknown;no
28;blue-collar;single;secondary;no;-267;yes;no;unknown;20;jun;86;4;-1;0;unknown;no
56;admin.;divorced;secondary;no;3869;no;no;cellular;28;jan;79;1;-1;0;unknown;no
37;technician;married;secondary;no;952;yes;no;cellular;16;apr;536;1;-1;0;unknown;no
52;housemaid;married;primary;no;1340;no;no;unknown;5;jun;175;1;-1;0;unknown;no
30;management;married;tertiary;no;20;no;no;cellular;26;aug;272;10;-1;0;unknown;no
27;entrepreneur;married;tertiary;no;79;yes;yes;cellular;13;may;201;1;369;3;failure;no
41;admin.;married;secondary;no;437;yes;no;cellular;2;feb;138;1;-1;0;unknown;no
38;management;married;tertiary;no;494;no;no;cellular;17;nov;146;1;104;2;other;no
29;management;married;tertiary;no;1;yes;yes;unknown;16;may;49;1;-1;0;unknown;no
41;admin.;married;secondary;no;239;yes;no;cellular;28;jul;76;12;-1;0;unknown;no
31;admin.;married;secondary;no;0;yes;yes;unknown;6;may;144;2;-1;0;unknown;no
32;services;single;secondary;no;396;yes;no;cellular;13;may;257;4;-1;0;unknown;no
28;self-employed;single;secondary;no;1536;no;no;cellular;15;jun;294;3;-1;0;unknown;no
47;management;married;tertiary;no;186;no;no;cellular;20;nov;70;2;-1;0;unknown;no
55;blue-collar;divorced;primary;no;2227;yes;no;telephone;21;nov;148;3;172;3;failure;no
31;blue-collar;married;primary;no;1644;no;no;cellular;5;jun;247;3;-1;0;unknown;no
30;technician;single;tertiary;no;0;no;no;cellular;15;sep;214;2;-1;0;unknown;no
27;blue-collar;single;secondary;no;1049;no;no;telephone;29;jan;389;3;-1;0;unknown;no
40;self-employed;married;tertiary;no;1604;no;no;cellular;20;nov;117;1;-1;0;unknown;no
37;blue-collar;married;primary;no;-212;yes;no;cellular;15;may;189;3;352;1;other;no
47;admin.;married;secondary;no;829;yes;yes;cellular;18;nov;48;1;188;1;failure;no
27;technician;married;secondary;no;2735;yes;no;cellular;29;jan;205;1;-1;0;unknown;no
82;retired;married;unknown;no;211;no;no;telephone;22;apr;195;3;-1;0;unknown;no
37;self-employed;single;tertiary;no;1549;no;no;unknown;6;jun;48;2;-1;0;unknown;no
58;admin.;divorced;secondary;no;74;yes;no;telephone;22;jul;514;11;-1;0;unknown;no
61;unknown;single;primary;no;50;no;no;telephone;21;jul;465;6;-1;0;unknown;no
27;admin.;single;secondary;no;1327;no;no;cellular;12;apr;339;1;241;9;other;no
33;management;single;tertiary;no;373;no;yes;cellular;28;jan;169;3;93;1;failure;no
43;self-employed;married;primary;yes;385;no;no;cellular;6;aug;359;2;-1;0;unknown;no
49;management;married;tertiary;no;342;no;no;cellular;30;jan;433;2;228;1;failure;no
31;blue-collar;married;primary;no;229;no;no;telephone;8;jul;186;2;-1;0;unknown;no
44;self-employed;married;tertiary;no;3295;no;no;unknown;9;jun;138;4;-1;0;unknown;no
30;blue-collar;married;secondary;no;10395;yes;no;cellular;20;nov;121;1;-1;0;unknown;no
42;management;married;tertiary;no;3718;yes;no;cellular;6;aug;50;2;-1;0;unknown;no
24;admin.;married;secondary;no;299;yes;no;cellular;6;may;209;1;321;1;failure;no
46;blue-collar;married;secondary;no;6085;yes;yes;unknown;14;may;311;2;-1;0;unknown;no
34;technician;single;secondary;no;2729;yes;no;cellular;6;apr;945;1;139;1;success;no
56;technician;married;primary;no;0;yes;yes;cellular;24;jul;84;1;-1;0;unknown;no
40;management;single;tertiary;no;-318;yes;yes;cellular;9;apr;133;1;-1;0;unknown;no
34;blue-collar;married;primary;no;425;yes;no;unknown;29;may;182;6;-1;0;unknown;no
34;blue-collar;married;secondary;no;2447;yes;no;cellular;14;may;330;2;-1;0;unknown;no
35;admin.;married;secondary;no;725;yes;no;cellular;10;jul;402;1;-1;0;unknown;no
29;management;married;tertiary;no;760;no;yes;cellular;17;apr;82;2;-1;0;unknown;no
31;technician;single;secondary;no;304;no;no;cellular;29;jan;293;2;160;2;other;no
46;technician;married;secondary;yes;4;no;yes;cellular;9;jul;78;1;-1;0;unknown;no
51;blue-collar;married;primary;no;1491;yes;no;unknown;29;may;206;3;-1;0;unknown;no
37;management;married;tertiary;no;1352;no;no;cellular;1;jun;93;1;347;1;success;no
53;admin.;married;secondary;no;1203;no;no;cellular;21;nov;6;7;-1;0;unknown;no
59;admin.;married;unknown;no;283;no;yes;unknown;17;nov;300;1;-1;0;unknown;no
36;technician;single;secondary;no;-475;yes;no;unknown;12;may;793;5;-1;0;unknown;no
42;management;divorced;tertiary;no;461;yes;no;unknown;3;jun;72;1;-1;0;unknown;no
26;technician;single;secondary;no;84;yes;no;cellular;29;jul;70;3;-1;0;unknown;no
59;retired;married;secondary;no;434;yes;no;unknown;12;may;63;3;-1;0;unknown;no
49;management;married;secondary;no;6758;yes;yes;unknown;27;may;67;3;-1;0;unknown;no
59;retired;married;secondary;no;1341;no;no;cellular;27;aug;154;2;97;1;other;no
48;services;single;secondary;no;220;no;no;unknown;5;jun;1005;2;-1;0;unknown;no
34;management;married;tertiary;no;417;yes;no;cellular;18;nov;138;1;-1;0;unknown;no
31;admin.;divorced;secondary;no;47;yes;no;unknown;19;may;34;9;-1;0;unknown;no
33;blue-collar;married;primary;no;324;yes;no;cellular;13;may;217;2;-1;0;unknown;no
70;retired;married;primary;no;579;no;no;cellular;11;feb;82;2;181;1;failure;no
55;housemaid;divorced;tertiary;no;6920;yes;no;unknown;6;may;406;3;-1;0;unknown;no
44;blue-collar;married;primary;no;103;yes;no;cellular;12;may;79;1;329;2;failure;no
46;blue-collar;single;secondary;no;152;yes;no;unknown;8;may;33;4;-1;0;unknown;no
23;blue-collar;single;secondary;no;39;yes;no;cellular;18;may;76;1;-1;0;unknown;no
38;services;divorced;primary;no;0;yes;no;cellular;20;nov;250;1;155;2;failure;no
56;blue-collar;married;primary;no;2442;no;yes;cellular;18;aug;111;7;-1;0;unknown;no
32;technician;married;tertiary;no;587;no;no;cellular;20;aug;212;4;-1;0;unknown;no
28;services;single;tertiary;no;2938;yes;no;cellular;23;jul;184;2;-1;0;unknown;no
54;housemaid;married;primary;no;3304;no;yes;cellular;25;jul;90;7;-1;0;unknown;no
46;management;divorced;tertiary;no;0;no;yes;cellular;29;aug;38;6;-1;0;unknown;no
33;unemployed;married;tertiary;no;302;yes;yes;cellular;16;apr;670;1;-1;0;unknown;no
37;admin.;single;secondary;no;3049;yes;yes;unknown;29;may;153;1;-1;0;unknown;no
33;management;single;tertiary;no;1160;yes;yes;cellular;7;jul;139;1;391;2;failure;no
35;management;married;secondary;no;683;no;no;unknown;29;sep;13;1;-1;0;unknown;no
47;technician;married;secondary;no;3519;no;yes;telephone;22;may;152;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;194;yes;no;cellular;17;apr;576;4;340;7;failure;no
48;management;married;tertiary;no;1175;yes;no;telephone;18;nov;1476;3;-1;0;unknown;no
33;blue-collar;married;secondary;no;-338;yes;no;unknown;30;may;91;9;-1;0;unknown;no
40;blue-collar;married;secondary;no;503;yes;yes;cellular;18;may;24;2;-1;0;unknown;no
47;retired;married;tertiary;no;1225;yes;yes;cellular;29;jan;191;3;227;2;failure;no
35;blue-collar;married;secondary;no;1602;yes;yes;unknown;20;may;171;1;-1;0;unknown;no
41;technician;married;secondary;no;-804;yes;yes;unknown;27;may;269;11;-1;0;unknown;no
40;technician;single;secondary;no;8259;no;no;cellular;8;aug;254;4;-1;0;unknown;no
31;management;married;unknown;no;385;no;no;cellular;29;sep;242;2;491;4;failure;no
52;housemaid;married;secondary;no;3034;no;no;unknown;9;jun;206;2;-1;0;unknown;no
32;management;married;tertiary;no;2667;yes;no;cellular;4;sep;171;2;186;2;failure;no
25;blue-collar;single;secondary;no;0;yes;no;unknown;8;may;30;2;-1;0;unknown;no
22;admin.;single;secondary;no;1157;yes;yes;cellular;18;may;336;2;-1;0;unknown;no
48;technician;married;unknown;no;5543;no;no;unknown;16;jun;143;5;-1;0;unknown;no
47;technician;married;secondary;no;-3;no;yes;unknown;9;jul;197;1;-1;0;unknown;no
22;student;single;secondary;no;722;yes;no;cellular;2;apr;108;1;-1;0;unknown;no
50;admin.;divorced;secondary;no;556;yes;no;cellular;25;jul;305;1;-1;0;unknown;no
48;technician;divorced;secondary;no;105;no;no;cellular;29;aug;520;2;-1;0;unknown;no
55;admin.;married;secondary;no;1102;yes;no;unknown;15;may;126;2;-1;0;unknown;no
59;admin.;married;unknown;no;0;no;no;unknown;11;jun;242;2;-1;0;unknown;no
41;retired;single;primary;no;2579;no;no;cellular;27;jul;235;1;287;1;failure;no
31;self-employed;single;tertiary;no;120;yes;no;unknown;8;may;239;2;-1;0;unknown;no
35;management;single;tertiary;no;2928;yes;no;cellular;18;nov;54;1;-1;0;unknown;no
54;housemaid;married;primary;no;212;no;no;cellular;12;aug;81;4;-1;0;unknown;no
42;blue-collar;married;secondary;no;3213;no;no;telephone;28;oct;172;1;-1;0;unknown;no
30;management;single;tertiary;no;3410;yes;no;cellular;18;may;140;1;-1;0;unknown;no
29;admin.;married;tertiary;no;238;no;no;cellular;26;feb;79;1;-1;0;unknown;no
44;unemployed;married;tertiary;no;1151;yes;no;unknown;5;jun;127;2;-1;0;unknown;no
32;technician;married;secondary;no;1;no;yes;cellular;29;jul;123;6;-1;0;unknown;no
54;management;married;unknown;no;527;yes;no;cellular;30;apr;112;1;281;3;failure;no
60;retired;married;secondary;no;1091;no;yes;telephone;15;jul;778;3;-1;0;unknown;no
53;unemployed;divorced;secondary;no;468;no;no;cellular;22;aug;153;6;-1;0;unknown;no
64;retired;married;secondary;no;504;no;no;cellular;11;aug;157;1;14;3;other;no
50;unemployed;married;secondary;no;36221;no;no;cellular;21;nov;13;2;-1;0;unknown;no
55;unemployed;married;secondary;no;1339;no;no;cellular;2;feb;299;2;-1;0;unknown;no
52;housemaid;married;secondary;no;411;yes;no;telephone;12;may;210;3;-1;0;unknown;no
41;blue-collar;single;secondary;no;537;yes;no;cellular;5;may;233;1;-1;0;unknown;no
55;management;divorced;tertiary;no;3092;yes;no;cellular;22;jul;165;2;-1;0;unknown;no
32;technician;married;secondary;no;253;yes;no;unknown;4;jun;257;3;-1;0;unknown;no
33;services;married;secondary;no;2368;no;no;unknown;13;sep;5;1;-1;0;unknown;no
41;self-employed;married;secondary;no;634;yes;no;cellular;16;jul;239;2;-1;0;unknown;no
33;management;single;tertiary;no;-67;yes;no;unknown;5;may;364;1;-1;0;unknown;no
77;retired;married;primary;no;2223;no;no;telephone;10;aug;365;2;187;1;success;no
41;admin.;married;secondary;no;1672;yes;no;cellular;25;jul;148;1;-1;0;unknown;no
28;management;single;tertiary;no;2253;yes;no;unknown;18;jun;906;2;-1;0;unknown;no
